Outdated_content,Updated_content,Temporal_Validity_Tag
"Of Guittard milk chocolate chips right at the end, the results were life-enhancing and basically got me through the long dark days of February. So too did these following bars: first, Cocoa Retreat’s Gianduja £6.25 45g, which is a darkish milk with rich roasted hazelnuts in cacao.","Of Guittard milk chocolate chips right at the end, the results were life-enhancing and basically got me through the long dark days of February. So too did these following bars: first, Cocoa Retreat’s Gianduja 50% cocoa, 50% ha.",0
"It is hard to concentrate and stay still for long periods of time, but I find nature easy to enjoy. I also wanted to go to the farm because I love animals and want to become a zoologist. We had to clear the goat pen using wheelbarrows, pitchforks, brooms, and shovels. It was fun but hard work. After lunch, we fed the goats.","It is hard to concentrate and stay still for long periods of time, but I find nature easy to enjoy. I also wanted to go to the farm because I love animals and want to become a zoologist. We had to clear the goat pen using wheelbarrows. I didn’t like it because the goats were very noisy and",0
"Simon Harmer guides Essex to last-ball T20 Blast title win over Worcestershire. It is difficult to say Simon Harmer enjoyed the perfect day out as he inspired Essex to their maiden T20 Blast title because there could be one which tops it later this week, but it certainly wasn’t bad for the South A.",Simon Harmer guides Essex to last-ball T20 Blast title win over Worcestershire. It is difficult to say Simon Harmer enjoyed the perfect day out as he inspired Essex to their maiden T20 Blast title win over Worcestershire. Harmer’s 101 from number six was a,0
"The time while Ladbrokes apparently used the information that Tango Sky, his other runner in the race, was going to be scratched to squeeze a little more juice from their book via Rule 4, a price cut from 72 to 31, about a horse they knew was not going.","The time while Ladbrokes apparently used the information that Tango Sky, his other runner in the race, was going to be scratched to squeeze a little more juice from their book via Rule 4, a price cut from 72 to 68p for a 10.",1
"Claim thematic equivalence after all the song goes, “No one man should have all this power,” and the true moral of Power Rangers is that power is best divided between likeminded teammates, ideally teammates who will slot together into a giant robot quite near the end of the film. Plus, the trailer modified the Go Go Power Rangers jingle.","Claim thematic equivalence after all the song goes, “No one man should have all this power,” and the true moral of Power Rangers is that power is best divided between likeminded teammates, ideally teammates who will slot together in a way that is more than the sum of its parts, as the team in the show does.",1
"Figaro is a musical masterpiece for the ages – although it unquestionably is, it is Mozart’s opera that glories in the complete and repeated humbling of an aristocrat by his servants, and in particular by the maid Susanna, one of the most compelling female roles ever written. Politically, it is a truly radical piece; it ought to be entirely.","Figaro is a musical masterpiece for the ages – although it unquestionably is, it is Mozart’s opera that glories in the complete and repeated humbling of an aristocrat by his servants, and in particular by the maidservant, the eponymous character, who is the most humble and least pompous of.",1
"Australian inflation falls to 1.3% in biggest drop for seven years. Australia’s inflation rate saw its biggest fall for seven years in the year to the March quarter, official figures have shown, making fresh interest rate cuts more likely. Falling petrol costs pushed the consumer price index 0.2% lower in the quarter to 1.3%, figures from the Australian Bureau of Statistics show.","Australian inflation falls to 1.3% in biggest drop for seven years. Australia’s inflation rate saw its biggest fall for seven years in the year to the March quarter, official figures have shown, making fresh interest rate cuts more likely. Falling petrol costs and falling electricity prices were behind the biggest fall in inflation in seven years. The consumer...",0
"Iemurchus Spey twinkled in places between the fields and woodlands. Coming to the lochan by Achnagoichan, scores of black-beaded gulls appeared in wavering flight overhead. One of them landed to perch on a rock in midwater; the rest, with strident voices, circled before planing down to settle on the lochan.","Iemurchus Spey twinkled in places between the fields and woodlands. Coming to the lochan by Achnagoichan, scores of black-beaded gulls appeared in wavering flight overhead. One of them landed to perch on a low branch, but the rest of them flew on, heading for the lo.",0
"Lindisfarne's Ray Laidlaw and Billy Mitchell, original Lindisfarne members, are the production’s musical directors and perform live in Paul Sirett’s new play. Alison’s experiences on this dark and stormy night are a realist, musical, fantastical blend of the lyrics of Lindisfarne music.","Lindisfarne's Ray Laidlaw and Billy Mitchell, original Lindisfarne members, are the production’s musical directors and perform live in Paul Sirett’s new play. Alison’s experiences on this dark and stormy night. The story is based on a series of real...",1
"Underpinning *Hacia el Vacío*, Fratti’s nonchalant vocals are a highlight throughout, recounting her attempts to connect and communicate with an imagined other but always falling short and circling around unanswered questions instead. “Why are you doing this?” she asks on the standout Arthur Russell-referencing track *En Medio*. This questioning speaks of...","Underpinning *Hacia el Vacío*, Fratti’s nonchalant vocals are a highlight throughout, recounting her attempts to connect and communicate with an imagined other but always falling short and circling around unanswered questions instead. “Why are you so angry with me?” she sings, “Why did you leave?”",0
"Three-quarters of Australians concerned about police raids on journalists, poll shows. Three-quarters of Australians are concerned about federal police raids on journalists and the scale of requests for telecommunications data, a new poll has found. The Essential Poll, conducted for the charity Digital Rights Watch, finds a high degree of concern about press freedom, metadata, and the encryption legislation – all of which.","Three-quarters of Australians concerned about police raids on journalists, poll shows. Three-quarters of Australians are concerned about federal police raids on journalists and the scale of requests for telecommunications data, a new poll has found. The Essential Poll, conducted for the National Union of Journalists, shows 74% of Australians are concerned about police raids on journalists.",1
"Norway, the happiest country in the world? I don’t think so, Daniel Simonsen. It’s always strange to live in a country that is listed as being one of the very best. When you have everything outwardly, it can make you look inwards. That’s when you sit down and think, “I wonder what Ryan Gosling is doing.”","Norway, the happiest country in the world? I don’t think so, Daniel Simonsen. It’s always strange to live in a country that is listed as being one of the very best. When you have everything outwardly, it can seem like a country that is not at all happy. I am not going to deny.",1
‘We bow at the altar of Groundhog Day’ concept copycats celebrate its 30th birthday. Groundhog Day has reached its 30th birthday – which is still three years and change short of the 33 years and 350 days it was once estimated Bill Murray’s waspish weatherman spent.,‘We bow at the altar of Groundhog Day’ concept copycats celebrate its 30th birthday. Groundhog Day has reached its 30th birthday – which is still three years and change short of the 40th anniversary of the film that spawned it.,1
"Of us enjoy solitude, but when you have no choice and are stuck with too much of it, it can easily turn into loneliness, which is no pleasure at all. There are more than a million older people in England whose lives are blighted by loneliness – and now we have Christmas rubbing it in as usual. There is nothing more miserable than sleep.","Of us enjoy solitude, but when you have no choice and are stuck with too much of it, it can easily turn into loneliness, which is no pleasure at all. There are more than a million older people in England whose lives are blighted by loneliness and isolation, according to figures published today. The government said it would spend",0
"Say killing civilians in these circumstances is also utterly unlawful – a war crime. Kate Allen, Director, Amnesty International UK. • Join the debate – email guardianletters@theguardian.com • Read more Guardian letters – click here to visit gu.com/letters 20171124 18393500","Say killing civilians in these circumstances is also utterly unlawful – a war crime. Kate Allen, Director, Amnesty International UK. • Join the debate – email guardianletters@theguardian.com • Read more Guardian letters – click here for more Guardian letters",1
"Me about the pottery factory in which he used to work. One day, some Chinese guys in suits came into the factory shaking everybody’s hand. Then the next day, he heard they had bought the company, and a few months after that, the kilns were loaded onto the back of a series of flatbeds.","Me about the pottery factory in which he used to work. One day, some Chinese guys in suits came into the factory shaking everybody’s hand. Then the next day, he heard they had bought the company, and a few months after that, the kilns started shutting down and the workers started getting laid off.",1
"Rishi Sunak says people arriving in the UK illegally will be deported ‘within days.’ Rishi Sunak has said new laws will mean people arriving in the UK without valid documents will be deported “within days,” with asylum claims rejected and migrants returned. The Prime Minister also said he was committed to the Rwanda deportation.","Rishi Sunak says people arriving in the UK illegally will be deported ‘within days.’ Rishi Sunak has said new laws will mean people arriving in the UK without valid documents will be deported “within days,” and the government will crack down on those who facilitate illegal immigration. The former ch",0
"That Trump’s base is not at Twitter’s core. “I don’t think that hardcore Trump supporters were ever heavy core Twitter users,” she explains. “It strikes me that Trump’s Twitter feed was less for his support base than it was for the media – and","That Trump’s base is not at Twitter’s core. “I don’t think that hardcore Trump supporters were ever heavy core Twitter users,” she explains. “It strikes me that Trump’s Twitter feed was less about engaging his base and more about engaging the media.”",0
"'Tis good table manners, perfect. Best thing about Ellen: she’s a no-nonsense, down-to-earth liberal lefty who made me laugh. Would you introduce her to your friends? Yes, she enjoys a lot of the same music and tipples. Describe her in three words: fun, warm, raconteur. What do you think she made of you? Probably a little formal, but hopefully sweet.","'Tis good table manners, perfect. Best thing about Ellen: she’s a no-nonsense, down-to-earth liberal lefty who made me laugh. Would you introduce her to your friends? Yes, she enjoys a lot of the same music and tipples. I do, and I’d introduce her to my friends. Is she a good listener? Yes, she is.",0
"Usted frazzled me, grumbling as I speed-wrapped the presents I forgot about that I bought early, about Father Bloody Christmas swanning in at the last minute, taking all the credit for other people’s hard work, both mine and the elves’. I’ve put my foot down that gifts from other people are actually “from” them, not via Lapland.","Usted frazzled me, grumbling as I speed-wrapped the presents I forgot about that I bought early, about Father Bloody Christmas swanning in at the last minute, taking all the credit for other people’s hard work, both mine and the kids’. That is a recipe for grumbling. So is doing all the cooking.",1
"£7m range in the UK, with the exception of Saw VI, which fell a bit short with £54m. They have traditionally achieved pretty weak multiples of their opening numbers, so distributor Lionsgate should be happy if Jigsaw ends up north of £6m by the conclusion of its run. The arthouse battle: Breathe vs. Call Me by Your Name.","£7m range in the UK, with the exception of Saw VI, which fell a bit short with £54m. They have traditionally achieved pretty weak multiples of their opening numbers, so distributor Lionsgate should be happy if Jigsaw ends up in the £60m range. The film is the latest in the franchise that",0
"Retailers are well versed at managing supply chains under challenging conditions. They are monitoring the continuing spread of avian flu and have asked the government to take all appropriate steps to reduce its spread to ensure continued supply for customers,” said Andrew Opie, the director of food and sustainability at the British Retail Consortium.","Retailers are well versed at managing supply chains under challenging conditions. They are monitoring the continuing spread of avian flu and have asked the government to take all appropriate steps to reduce its spread to ensure continued supply for customers,” said the chief executive of the Retailers Organisation, iwoca, K.",1
"In the nearly hourlong footage near the end, Hopp says Garner is the first person on whom he has used a hobble restraint. “I was super excited,” he says. “I was like, ‘All right, let’s wrestle, girl, let’s wreck it.’ I got her on the ground and all that stuff. I got her.”","In the nearly hourlong footage near the end, Hopp says Garner is the first person on whom he has used a hobble restraint. “I was super excited,” he says. “I was like, ‘All right, let’s do it, let’s do it.’” The footage of the restraint.",0
"Back foot everyone in the film is fictionalised – except for Prime Minister Naoto Kan, though he is never referred to by name, and plant manager Masao Yoshida. Yoshida crucially defies orders and allows the reactors to be cooled with seawater – which prevented meltdown and the possible devastation of Japan’s entire.","Back foot everyone in the film is fictionalised – except for Prime Minister Naoto Kan, though he is never referred to by name, and plant manager Masao Yoshida. Yoshida crucially defies orders and allows the reactors to be cooled. The film is a fictionalised account of the",0
"Really a generational thing. They can often make a cake by eye without weighing anything, which I find incredible, and they know what to do with leaf gelatine, which is great until it isn’t. My mother once made avocado in jelly and then said, “I don’t know, the proportions may have been slightly off,” I said recklessly.","Really a generational thing. They can often make a cake by eye without weighing anything, which I find incredible, and they know what to do with leaf gelatine, which is great until it isn’t. My mother once made avocado ice cream with leaf gelatine, and it was a disaster. She’d never...",1
"The narrow footbridge. I remembered why I avoid this route in winter. For perhaps 50 yards, the path, constrained by the river on one side and a fence on the other, was more than ankle-deep in mud. I traversed it with exaggerated care, just about avoiding a spectacular debacle, and with a sense of relief turned on to the old.","The narrow footbridge. I remembered why I avoid this route in winter. For perhaps 50 yards, the path, constrained by the river on one side and a fence on the other, was more than ankle-deep in mud. I traversed it with a certain reluctance, but the walk was worth it: a view of the river in",1
"Teaming up with Richard Pryor in broad comedies like Silver Streak and Stir Crazy — a double act which perhaps showed neither to his full potential — he also directed and adapted the 80s romantic comedy The Woman in Red, which got an Oscar for its hit Stevie Wonder tune ""I Just Called to Say I Love You,"" but his claim",Teaming up with Richard Pryor in broad comedies like Silver Streak and Stir Crazy — a double act which perhaps showed neither to his full potential — he also directed and adapted the 80s romantic comedy The Woman in Red (1984). It was based on the 1897 novel of the same name,0
"Inspection report I have read: there have been brief moments of hope. The last Justice Secretary, David Gauke, seemed to have a grasp of the basics when he proposed the abolition of short sentences – six months or less. All experienced prison watchers know that prisoners serving such short stretches seldom leave the confines of the local jails the courts send them to.","Inspection report I have read: there have been brief moments of hope. The last Justice Secretary, David Gauke, seemed to have a grasp of the basics when he proposed the abolition of short sentences – six months or less. All experienced prison watchers know that the most dangerous inmates are those who have been in prison for a short time.",1
"Hold on Venezuela, there is no justification for backing the US attempt at regime change underway, which, if successful, could go the way of the disastrous interventions in Iraq and Libya. Instead, the way forward is the call for dialogue from the Mexican and Bolivian presidents, John McDonnell MP, Diane Abbott MP.","Hold on Venezuela, there is no justification for backing the US attempt at regime change underway, which, if successful, could go the way of the disastrous interventions in Iraq and Libya. Instead, the way forward is the call for a ceasefire and dialogue with the Venezuelan.",1
"I am encouraged more than I have been for some time.” The Paris Climate Change Agreement between nearly 200 countries tried to limit the increase in global temperatures compared with the preindustrial age to well below 2°C and ideally to 1.5°C. The agreement was signed last year, but Trump pulled the US out of the deal after becoming president.",I am encouraged more than I have been for some time.” The Paris Climate Change Agreement between nearly 200 countries tried to limit the increase in global temperatures compared with the preindustrial age to well below 2°C and ideally to 1.5°C. It was described as a “landmark” agreement by the secretary.,0
"Beavers would be tolerated, their return would be effectively managed, and they would be protected under the European Habitats Directive. Without this protection, beavers are subject to unregulated culling, which can take place anytime, anywhere. This causes concern for the individual welfare of animals and the ability of the species to naturally spread through Scotland’s lochs.","Beavers would be tolerated, their return would be effectively managed, and they would be protected under the European Habitats Directive. Without this protection, beavers are subject to unregulated culling, which can take place anytime, anywhere. This causes concern as it means they are not protected from being killed under the European Habitats Directive.",1
Scottish teaching union EIS suspends strikes amid 12% pay offer. A Scottish teaching union has suspended its industrial action and urged members to accept a new pay offer. The Educational Institute of Scotland (EIS) union is to ballot members on a revised pay offer from local authority employers and the Scottish Government.,Scottish teaching union EIS suspends strikes amid 12% pay offer. A Scottish teaching union has suspended its industrial action and urged members to accept a new pay offer. The Educational Institute of Scotland (EIS) union said it would not call off strikes on Monday after a 12% per cent pay rise.,1
"More than 6 million copies sold and going four times platinum in the US, the two most famous tracks, ""We Are the Champions"" and ""We Will Rock You,"" continue to be blasted out at sporting tournaments and wedding receptions. Every aspect of making and touring the album was recorded by May, mostly in 3D photographs taken on stereoscopic cameras.","More than 6 million copies sold and going four times platinum in the US, the two most famous tracks, ""We Are the Champions"" and ""We Will Rock You,"" continue to be blasted out at sporting tournaments and wedding receptions. Every aspect of making the album is a throwback to the glory days of the 1970s.",1
"Out of their pens for that class, “best group of eight then three yows natural colour,” the sheep are brought out and the judge looks at each one in turn. There is no rush, no hurry, very little chat. Everybody waits quietly until the rosettes are handed out. The final class of the day is for the overall champion sheep, all the winners from the previous.","Out of their pens for that class, “best group of eight then three yows natural colour,” the sheep are brought out and the judge looks at each one in turn. There is no rush, no hurry, very little chat. Everybody waits quietly until the judge is satisfied, and then the sheep are taken back to their pens and the next group of eight are brought.",1
"Vulnerable and disappointed again, I edited out some key details to protect your identity. Sometimes in complicated families, the tendency is to look back to try to make sense of things, and this has great merit, but it can take much energy and provide little resolution. Sometimes the best thing you can do is to look at the now and work forwards. Chris Mills, an experienced psychother","Vulnerable and disappointed again, I edited out some key details to protect your identity. Sometimes in complicated families, the tendency is to look back to try to make sense of things, and this has great merit, but it can take much energy and provide little resolution. The past is a foreign country, and it’s not always easy to make sense of it. I",0
"Staff would have to spend 30 to 40 hours a week completing data entry at each base: Mount Isa, Cairns, Townsville, Rockhampton, Brisbane, Bundaberg, and Charleville. That data would then come back to our head office, and someone would spend around five hours cleaning the data and sending it back to bases for verification.","Staff would have to spend 30 to 40 hours a week completing data entry at each base: Mount Isa, Cairns, Townsville, Rockhampton, Brisbane, Bundaberg, and Charleville. That data would then be sent to the National Fire Danger Rating System, where it would be analysed and used to inform the warning system.",1
"After 46 overs, as the Proteas enhanced their reputation for folding in knockout fixtures, West Indies skipper Jason Holder, who was in doubt for the game because of a hamstring injury he suffered bowling against Australia earlier this week, took the new ball and incredibly delivered a 10-over spell. Holder removed JP Duminy.","After 46 overs, as the Proteas enhanced their reputation for folding in knockout fixtures, West Indies skipper Jason Holder, who was in doubt for the game because of a hamstring injury he suffered bowling against Australia in the first Test, was back on the field for the first time in four days.",1
"British settlers came to present-day Virginia in the early 17th century. According to legend, she saved the life of Captain John Smith, stopping his execution by placing her head on his. She married Englishman John Rolfe in 1614 and died three years later in Gravesend, England. According to records, they had a son, Thomas.","British settlers came to present-day Virginia in the early 17th century. According to legend, she saved the life of Captain John Smith, stopping his execution by placing her head on his. She married Englishman John Rolfe in the early 1600s. She was the mother of the first Democrat.",0
"In this scenario, the state plays a smaller role, making carbon expensive by forcing companies to pay for polluting. For instance, Germany recently introduced a €25 (£21) tax per tonne of carbon emissions on petrol, diesel, heating oil, and gas. Higher carbon prices, the wisdom goes, will incentivise producers and consumers to transition to green energy and private finance.","In this scenario, the state plays a smaller role, making carbon expensive by forcing companies to pay for polluting. For instance, Germany recently introduced a €25 (£21) tax per tonne of carbon emissions on petrol, diesel, heating oil, and gas in a bid to cut emissions. The state will use the money to help poor households.",1
"Be sent home and asked to be admitted. Nobody wanted me to go to hospital, but I was literally scared for my life. My lowest point came when I was sectioned in December 2007, a year after my suicide attempt. Following a number of stints in different hospitals, I was stuck in a well-entrenched pattern of feeling suicidal and self-harm.","Be sent home and asked to be admitted. Nobody wanted me to go to hospital, but I was literally scared for my life. My lowest point came when I was sectioned in December 2007, a year after my suicide attempt. Following a psychiatric assessment, I was sent home with a letter from the mental health trust.",1
"I think the Paris Agreement represents another big advance,"" Attenborough said. ""I would like to think the reason that political figures can adopt that sort of policy, which they know will be at a cost to their national economies, is that they are beginning to realise that people worldwide wish for that to happen because they wish to protect their natural world."" The 91","I think the Paris Agreement represents another big advance,"" Attenborough said. ""I would like to think the reason that political figures can adopt that sort of policy, which they know will be at a cost to their national economies, is that they are seeing the reality of climate change and they’re seeing the impact of climate change."" 20",1
"Dark trees, a fine mist hangs like breath above the Spey, gradually dissolving under the mounting sun. On the other side of Creag Dhubh to the northwest, the River Calder curves down through Glen Banchor, a valley rarely explored now, though in the 18th century it was the main artery north and home to several hundred people today.","Dark trees, a fine mist hangs like breath above the Spey, gradually dissolving under the mounting sun. On the other side of Creag Dhubh to the northwest, the River Calder curves down through Glen Banchor, a valley rarely visited by tourists. The only signs of habitation are a cottage and a few sheep.",0
"The period faced by new UC claimants led to reliance on emergency food parcels, triggered debt and rent arrears, and caused health problems. Field has written to the Work and Pensions Secretary, Damian Green, asking him to cut the lengthy and stressful wait for payments faced by penniless claimants. “This is an unbelievably long time.”","The period faced by new UC claimants led to reliance on emergency food parcels, triggered debt and rent arrears, and caused health problems. Field has written to the Work and Pensions Secretary, Damian Green, asking him to cut the lengthy delays new claimants are facing when they apply for Universal Credit. Field",1
"18 volumes of translated poetry as well as stories, plays, and essays. His poetry evolved from a strict formalism to an outwardly simpler free verse that famously eschewed punctuation but whose ambiguities never argued against the precise sense of meaning of its words, creating a verse both simple and difficult, whose elegant rhythms were almost elegiac. Merwin.","18 volumes of translated poetry as well as stories, plays, and essays. His poetry evolved from a strict formalism to an outwardly simpler free verse that famously eschewed punctuation but whose ambiguities never argued against the idea of the unity of the poem. He was a poet of the imagination and of the modern world.",1
"“He was dedicated to his family and supported a number of important charitable causes. He made such a big contribution to football, not least through Leicester’s magical 2016 season that captured the imagination of the world.” Outside the stadium, hundreds more paid tribute with flowers and shirts.","“He was dedicated to his family and supported a number of important charitable causes. He made such a big contribution to football, not least through Leicester’s magical 2016 season that captured the imagination of the world.” Outside the house of the football legend, the street.",0
"From Grand Theft Auto to world peace, can a video game help to change the world? It was while fleeing the civil war in South Sudan that Lual Mayen’s mother gave birth to him 28 years ago. She had four children in tow and was near the border with Uganda in a town called Aswa. The journey was difficult, Mayen.","From Grand Theft Auto to world peace, can a video game help to change the world? It was while fleeing the civil war in South Sudan that Lual Mayen’s mother gave birth to him 28 years ago. She had four children already, but the family was forced to leave their home because of the fighting. Mayen, now",1
"In military operations on the territory of Ukraine, where they become accomplices in war crimes and die themselves,” a draft statement says, “our first goal is to help them avoid this, relying on the constitution and Russian legislation, and to assist all those who are illegally forced to participate in hostilities.” The activists’ second goal is to provide legal assistance.","In military operations on the territory of Ukraine, where they become accomplices in war crimes and die themselves,” a draft statement says, “our first goal is to help them avoid this, relying on the constitution and Russian legislation, and to assist all those who want to leave Russia,” the Ukrainian Ministry of Foreign Affairs said.",1
"Richmond Birdwing Conservation Network (RBCN), which is dedicated to restoring the butterfly across its former range, focuses on the caterpillars and their food plants, the native birdwing vines Pararistolochia praevenosa and P. laheyana. The rescue began with vines in backyards filling the gaps between the forest patches.","Richmond Birdwing Conservation Network (RBCN), which is dedicated to restoring the butterfly across its former range, focuses on the caterpillars and their food plants, the native birdwing vines Pararistolochia praeterita and Pararistolochia yunnanensis. The conservation network has been working.",1
"Up 5 for summer 2016 in Germany. While market conditions are difficult, TUI has increased market share and benefited from its more integrated model. Losses in France should be materially reduced from the €40m incurred last year, but against this, profits are expected to be lower in the Nordics, largely as a result of reduced demand to Turkey.","Up 5 for summer 2016 in Germany. While market conditions are difficult, TUI has increased market share and benefited from its more integrated model. Losses in France should be materially reduced from the €40m incurred in the first half of the year, but the group remains cautious about the European market as a whole.",1
"Pearl Harbor water poisoning: US military families say they continue to fall ill. Beginning in December, US Army Major Amanda Feindt and her family found themselves in and out of Tripler Army Medical Center in Honolulu—first her husband for debilitating ocular migraines, then her four-year-old daughter who was vomiting with severe abdominal pain.","Pearl Harbor water poisoning: US military families say they continue to fall ill. Beginning in December, US Army Major Amanda Feindt and her family found themselves in and out of Tripler Army Medical Center in Honolulu—first her husband for nearly a year, and then her 10-year-old son.",1
"Lacked in the past – I would say the ‘Arsenal way’ was more important than getting the points sometimes, and this is not how you win the league,” said Cech, who did so on four occasions at his previous club Chelsea. “Sometimes you need to make sure you win an ugly game when you are not playing completely well, but you just dig deep.","Lacked in the past – I would say the ‘Arsenal way’ was more important than getting the points sometimes, and this is not how you win the league,” said Cech, who did so on four occasions at his previous club Chelsea. “I think the most important thing is to have a good team, and I think that is what we have.",1
"Least of the curiosities of the UK general election in Scotland is that all the opposition parties advise the electorate to vote for them to stop another independence referendum. It is “indyref2,” not Brexit, that dominates the campaign north of Berwick. The Scottish Tories, now the official opposition in Holyrood, have concluded their trump card.","Least of the curiosities of the UK general election in Scotland is that all the opposition parties advise the electorate to vote for them to stop another independence referendum. It is “indyref2,” not Brexit, that dominates the news. But the Scottish National Party (SNP) has been on a roll.",1
"Why Mark Anthony Conditt – a white Christian – isn't called a terrorist. Daniel José Camacho: If a Muslim man planted bombs in predominantly white neighborhoods before blowing himself up, you could bet that the White House and various media outlets would label him a terrorist and draw some connection between his religion and his actions.","Why Mark Anthony Conditt – a white Christian – isn't called a terrorist. Daniel José Camacho: If a Muslim man planted bombs in predominantly white neighborhoods before blowing himself up, you could easily imagine him being called a terrorist. But a white Christian man doing the same thing? Not so much.",0
"That’s not a potato mystery of Egyptian treasures found buried in the grounds of a Scottish school in 1952. A schoolboy was digging up potatoes, assisting a gardener in the grounds of his school in Fife as part of a punishment, when he stumbled across a bulbous shape that he initially mistook for a pot.","That’s not a potato mystery of Egyptian treasures found buried in the grounds of a Scottish school in 1952. A schoolboy was digging up potatoes, assisting a gardener in the grounds of his school in Scotland, when he stumbled upon a mysterious object. The object was an ancient Egy...",0
Techscape: Why Sunak’s ‘vanity jamboree’ on AI safety was actually … a success for Max Tegmark. Last week’s artificial intelligence summit at Bletchley Park was an emotional moment. The MIT professor and AI researcher was behind a letter this year calling for a pause in the development of advanced systems. It didn’t happen.,"Techscape: Why Sunak’s ‘vanity jamboree’ on AI safety was actually … a success for Max Tegmark. Last week’s artificial intelligence summit at Bletchley Park was an emotional moment, the MIT scientist Max Tegmark said on Tuesday. It was a “big step forward” in AI.",1
"Barnaby Joyce quits as Australia's Deputy Prime Minister and Nationals leader. Barnaby Joyce has announced his resignation as Nationals leader and Deputy Prime Minister of Australia after weeks of fallout over his affair with a former staffer and now partner, Vikki Campion, who is pregnant with his child. Joyce saw his support diminish.",Barnaby Joyce quits as Australia's Deputy Prime Minister and Nationals leader. Barnaby Joyce has announced his resignation as Nationals leader and Deputy Prime Minister of Australia after weeks of fallout over his affair with a woman who had been his staff. Joyce said in a statement on Sunday that,1
"International airport staff in Australia hold strikes with a surprise element. The Community and Public Sector Union (CPSU) has kicked off two weeks of intermittent strikes at international airports. The union gave two weeks’ notice of the strikes, but the intermittent nature of the stoppages gives them an element of surprise, maximising their impact and leading to warnings.",International airport staff in Australia hold strikes with a surprise element. The Community and Public Sector Union (CPSU) has kicked off two weeks of intermittent strikes at international airports. The union gave two weeks’ notice of the strikes but said it would hold them with “surprise elements” to pressure the airports to settle its demands.,1
"– David Fry of Ohio, Sean and Sandy Anderson of Idaho, and Jeff Banta of Nevada – were not “core members” of his group. He suggested that those still at the refuge had different aims and agendas. Fry posted a video on YouTube on Friday protesting FBI negotiators’ refusal to","– David Fry of Ohio, Sean and Sandy Anderson of Idaho, and Jeff Banta of Nevada – were not “core members” of his group. He suggested that those still at the refuge had different aims and agendas. “I am not a part of that,” he said",0
"The UK Cards Association: “If someone does give another person consent and the means to use their card, the issuer could not be expected to take liability for any transactions made by that third party.” If you need help, email Anna Tims at yourproblems@observer.co.uk or write to Your Problems, The Observer, Kings Place, 90 York Way, London N1.","The UK Cards Association: “If someone does give another person consent and the means to use their card, the issuer could not be expected to take liability for any transactions made by that third party.” If you need help, email Anna Tims at yourcardproblems@theguardian.com or send us a letter.",1
"The day the NHS saved my life, I was sectioned after trying to kill myself. I was 17 when I decided to kill myself. There wasn’t really one standalone event that made me want to. I was in the grip of a serious mental illness which led me to self-harm, at first superficially but by that point seriously. It got so bad.","The day the NHS saved my life, I was sectioned after trying to kill myself. I was 17 when I decided to kill myself. There wasn’t really one standalone event that made me want to. I was in the grip of a dark depression that had been building for a while. I had been bullied at school and had",0
"Disposal and hold the industry accountable for adhering to them,” Kiernan said. “They shouldn’t be disposed of in the general waste bin or the recycling bin and absolutely not discarded in the environment where they can leach toxic metals, battery acid, nicotine, and other chemicals into the soil,” Mead suggested the federal government.","Disposal and hold the industry accountable for adhering to them,” Kiernan said. “They shouldn’t be disposed of in the general waste bin or the recycling bin and absolutely not discarded in the environment where they can leach into the water supply and cause harm to people and wildlife,” he said.",1
"Pipeline – it implausibly cites maintenance work as the reason – the need for drastic, swift action could not be more obvious, yet our soon-to-be prime minister has nothing meaningful to offer. There are other paths. New renewable energy capacity secured by the government will cost only £48 per megawatt hour – compared with the current cost of running gas-fired power.","Pipeline – it implausibly cites maintenance work as the reason – the need for drastic, swift action could not be more obvious, yet our soon-to-be prime minister has nothing meaningful to offer. There are other paths new renewable energy capacity secured by the government could be used for, but it is a fact that the current government has no plan.",0
"1987 Watchmen was a breakthrough moment and, like Deadpool, dealt with adult themes including sex, violence, and homosexuality. Watchmen approached those issues in a more, though not entirely serious, vein, but the subtext worked in a similar way: a world in which Nite Owl needs to worry about how to take his suit off to go to the bath.","1987 Watchmen was a breakthrough moment and, like Deadpool, dealt with adult themes including sex, violence, and homosexuality. Watchmen approached those issues in a more, though not entirely serious, vein, but the subtext worked in its favour. It’s a story about superheroes, the origin of the costumed crimefigh",1
"Costs and so on weren’t entirely helpful either, but the move has created jobs and undoubtedly boosted media activity up here. And if rather too much of BBC Breakfast is taken up by interviews with “experts” from the University of Heckmondwike and the Little H,","Costs and so on weren’t entirely helpful either, but the move has created jobs and undoubtedly boosted media activity up here. And if rather too much of BBC Breakfast is taken up by interviews with “experts” from the industry, then at least there are a",1
"The new coach and his assistants came. We did great in the training sessions. We touched the ball more and felt immediately sharper. I feel sharper myself. For this, we need to say thank you to them because they put a lot of great training on the pitch every time—passing drills, possession games. Everything is short and sharp, and you can see that in the whole team.","The new coach and his assistants came. We did great in the training sessions. We touched the ball more, felt immediately sharper, and I feel sharper myself. For this, we need to say thank you to them because they put a lot of great training on us. We’re doing things better, playing better, and getting better as a team.",0
